UMAP_1,UMAP_2,cluster
-2.4575844,13.366941,2
-0.8679595,-0.5309844,7
2.132492,8.228232,13
11.961099,8.1033325,0
13.960713,-1.3443688,10
15.088339,-1.0942819,10
13.001727,19.376755,3
3.1029034,17.735968,8
3.0635142,18.129616,8
6.905929,-4.670179,14
12.908849,20.71106,3
2.0112462,8.056242,13
-1.859888,22.820236,2
7.7354097,-3.652653,14
-3.066587,-10.865912,18
12.722544,18.667732,3
13.775268,3.6102777,4
14.138446,13.376663,16
0.7636422,-7.162952,20
10.490253,14.114645,3
-6.5874343,15.194452,9
10.176311,3.121105,4
11.438058,12.653032,3
0.5786233,0.5969659,7
-6.728857,15.413776,9
11.325817,12.718232,3
-9.091024,0.2363251,17
12.3932905,21.808567,3
-1.243682,17.31346,2
-1.2406598,17.35772,2
12.455913,-1.67273,10
-9.12342,0.32014066,17
2.7615163,-9.175342,20
-2.856518,7.473927,5
2.5417616,10.36604,13
-2.1227455,13.83997,2
7.390861,-3.925053,14
15.485133,13.4327135,16
2.422483,10.704145,13
12.226404,22.085026,3
-1.1047406,3.0024188,7
-4.4214873,-4.9611835,20
17.416933,4.2007227,4
-4.8480544,-9.61413,18
11.113304,15.990108,3
-1.5937488,3.1650245,7
5.8313317,21.630323,6
12.586193,12.788895,3
-1.1718085,20.089512,2
-3.3586087,4.2047105,7
11.412139,12.664598,3
-5.4132175,-9.185727,18
17.336977,12.009822,16
0.8419584,6.7190723,13
16.670643,4.071733,4
-4.2197676,-10.077148,18
13.970009,-10.255778,1
10.831108,15.377363,3
6.9731116,-6.389388,14
-6.852047,15.638168,9
2.59105,9.416477,13
13.030901,8.106672,0
0.21963641,-6.9042525,20
12.50776,-6.538009,1
17.220001,11.8020315,16
7.9754395,7.6195564,0
12.5730505,3.5170937,4
17.108885,-5.028806,12
8.60238,2.5498106,4
-2.933635,-0.89808786,7
-3.6479607,7.805127,5
13.500193,-5.7785587,1
-1.7874264,3.219572,7
-8.827566,-0.169627,17
11.251582,16.222618,3
1.1940451,-7.4140935,20
-1.5198084,14.992243,2
11.993592,8.113646,0
11.113997,15.983616,3
-8.990725,1.2191455,17
16.952188,4.1379933,4
10.57147,3.1998236,4
7.054903,1.2848095,4
13.644429,3.6002226,4
3.2231305,17.456638,8
-4.4809413,-9.878796,18
-7.960584,-8.865779,18
13.007631,20.294888,3
6.0105186,21.415493,6
16.848412,7.9359164,0
16.317091,13.179309,16
10.883675,13.000886,3
-3.0287411,7.6005106,5
18.005949,-4.685345,12
-5.9099064,14.417402,9
8.045426,17.039154,6
18.681728,-4.2249293,12
-6.2122655,-8.727701,18
15.175125,-1.0650078,10
12.344716,-9.863343,1
16.614136,-5.0386515,12
-1.1881508,20.31583,2
-6.602354,7.8489103,5
16.934044,-10.886191,1
-1.3689536,15.673488,2
11.0956,15.942056,3
17.78678,-4.800175,12
11.784014,17.125761,3
-3.2630544,7.704312,5
-5.1349916,8.04418,5
7.60482,-3.7461853,14
17.33357,12.538607,16
12.520923,12.750356,3
-8.63042,1.6958096,17
12.50388,3.504271,4
16.292936,13.198364,16
-2.463844,13.355401,2
11.126717,15.981367,3
-3.8661978,-5.3368344,20
-6.0309744,7.9809613,5
0.5250547,1.5381811,7
6.792281,-4.9727674,14
-1.1479428,-6.3045936,20
12.87128,-1.5410213,10
12.68333,21.228535,3
1.2690569,-7.469044,20
11.477098,-9.352043,1
10.513554,14.037919,3
6.9665294,18.362762,6
-6.901046,15.705878,9
-7.140203,16.746872,9
16.61683,-5.038119,12
2.1028798,8.184143,13
4.081146,22.239042,6
16.78405,7.9500356,0
-11.719235,9.400765,15
-3.6357412,-10.502765,18
-1.1977459,3.0449526,7
11.228078,-2.0776792,10
-1.7770969,22.674782,2
-8.058385,1.8819484,17
11.006586,3.2845285,4
-2.2139819,13.687235,2
17.646343,-4.8328357,12
16.616358,-5.0385456,12
14.707911,-10.40598,1
6.719423,-5.569174,14
7.525737,-3.8050637,14
17.677439,7.6415014,0
-4.047959,7.922396,5
-3.2400699,-5.5608015,20
-10.055404,8.051484,15
-1.4308572,21.914204,2
-1.7724872,22.672775,2
-1.2214545,20.732496,2
14.641964,8.006974,0
2.5260575,10.406971,13
12.201127,-6.7877617,1
2.3391619,8.588481,13
3.3065107,17.281494,8
12.002195,17.468801,3
-1.2041439,18.390116,2
-4.8419933,8.037169,5
-0.82283664,-0.5065418,7
7.134251,18.09505,6
7.2116857,8.531116,0
-1.2035176,-6.2722507,20
10.670277,13.377339,3
-2.9067323,23.713041,2
-7.127356,16.594292,9
-1.7581508,-11.696949,19
17.359953,12.056224,16
-1.1772082,18.91727,2
13.421433,8.077274,0
10.528121,14.32905,3
-0.11994963,2.3355699,7
6.441726,20.735415,6
2.5122387,9.081092,13
9.595187,-2.7049587,10
14.44984,8.018045,0
2.6108804,9.985721,13
-6.499282,-0.94754684,7
-1.2324861,20.78507,2
16.911629,-10.872477,1
-4.51504,-9.852596,18
15.771631,-10.623024,1
18.713017,-4.196398,12
1.7438134,7.6867785,13
12.970499,3.5423503,4
9.125059,7.354009,0
11.55488,12.602262,3
13.940482,3.627815,4
12.783752,8.124033,0
10.068621,7.531667,0
-9.949676,7.988129,15
-0.9433774,-0.5655022,7
16.975294,-10.907478,1
7.266482,8.408552,0
-7.9021754,-8.83233,18
0.5741805,1.4126403,7
-4.2700605,7.961307,5
11.456125,12.645829,3
-4.6002765,-0.8414754,7
-4.6896877,-0.8368104,7
0.31186897,0.23756956,7
2.317799,10.919829,13
-1.9673185,-5.8916717,20
3.0509503,18.169952,8
-6.5391994,-8.622089,18
9.187151,7.3595138,0
-3.841316,-0.87289387,7
14.53273,-1.248818,10
11.61502,7.9920607,0
17.342657,12.522954,16
-8.034497,1.873078,17
-3.187703,-5.5867443,20
3.3291996,17.233847,8
10.518144,14.278021,3
-2.0016906,22.991226,2
-7.2426033,-0.9135364,7
10.828535,-2.251863,10
12.2465515,17.862965,3
-1.3928871,15.444796,2
14.401361,3.6718254,4
-4.2853274,-5.07953,20
13.627849,3.5964286,4
13.673388,-10.19771,1
-8.959962,-0.046760164,17
11.995792,17.451221,3
18.129374,4.439946,4
-7.120679,-8.541694,18
-7.95478,-8.854058,18
-4.464293,-0.82951975,7
14.699636,-1.1912898,10
10.982202,3.280624,4
-2.5430272,3.5904958,7
13.003742,19.35852,3
-5.1809974,-0.8278386,7
10.413089,3.1735682,4
18.680357,-4.2207565,12
-1.3894639,15.404793,2
-11.618676,9.2745285,15
-8.012156,-8.906973,18
-10.4175415,8.266327,15
11.293444,-7.749612,1
-6.7059407,7.847923,5
14.133442,13.372711,16
-1.5769801,-0.75605917,7
-1.7990534,3.2226145,7
-4.952506,-9.527189,18
-1.9346024,-5.901202,20
-8.828906,7.590114,15
12.445454,-9.910995,1
17.223808,12.685103,16
-3.1891577,-10.79169,18
-1.3453686,15.925018,2
9.92163,-2.5690591,10
-3.3282561,4.171215,7
-5.302366,-0.83080757,7
12.463558,21.690998,3
2.2810502,10.994784,13
18.10959,7.3866906,0
9.226809,7.369381,0
11.509364,-9.386661,1
9.802647,7.4690003,0
-0.7255875,-0.46024182,7
-5.917331,14.4255495,9
13.019553,19.418879,3
14.627736,-10.38959,1
-1.4480594,15.159085,2
-1.8388999,-5.950303,20
-1.298815,-11.860664,19
11.081105,-8.195782,1
12.740265,21.11138,3
17.353605,-4.920513,12
17.036806,-5.0585704,12
1.9867021,11.402967,13
7.0539155,1.2739127,4
-4.5339713,-9.839605,18
15.739503,-0.8333971,10
11.791543,-7.1720324,1
-2.4984818,7.148588,5
6.881008,-4.7124596,14
1.3816967,7.2097597,13
-1.2334727,17.498882,2
-2.868904,23.69664,2
-7.676917,-0.8145129,7
-2.846237,7.462783,5
13.051818,19.711273,3
-1.1705141,19.060337,2
6.6668835,19.914326,6
-9.239741,10.929561,11
-6.635116,7.850641,5
6.8283367,19.1127,6
16.163057,8.02223,0
17.480371,7.7309327,0
6.920995,-6.2337704,14
18.50994,-4.35683,12
0.08741978,0.02808787,7
16.027853,13.292576,16
-6.94221,7.795445,5
-1.38057,15.553944,2
-4.342335,7.992959,5
8.08713,7.546008,0
12.465054,-9.917837,1
-1.220417,-6.2648396,20
11.570053,16.791466,3
16.350636,13.162361,16
0.49688843,1.5943214,7
-3.4658716,23.695307,2
10.653205,13.420708,3
14.179869,13.379268,16
4.295604,22.303501,6
-2.311225,3.4355984,7
18.42261,-4.417166,12
-5.963494,14.472378,9
6.936549,0.38823837,4
6.8775454,-4.7208815,14
17.18882,-4.9796367,12
11.987374,17.44076,3
-3.067356,-5.5927615,20
12.313967,-1.7124523,10
3.0611875,17.984125,8
-3.6718464,-10.47283,18
14.492377,-10.359635,1
-7.6044245,7.680468,5
-3.7387295,-5.397102,20
-2.042795,13.976689,2
10.894117,13.006036,3
6.7662606,19.37174,6
17.725798,7.6072383,0
2.3853796,-8.560101,20
12.895285,20.750576,3
11.722581,-9.541966,1
17.854029,-4.783492,12
16.5754,7.9958777,0
-11.751505,9.4380455,15
10.078538,-2.5173821,10
-3.0774133,-10.85581,18
-1.1603605,19.776613,2
15.804664,3.8724911,4
11.767665,12.578372,3
11.395417,-9.2746935,1
-8.6533375,1.68102,17
16.76071,12.970095,16
-6.3156557,-0.93317664,7
3.8555164,22.105513,6
12.608082,3.5219388,4
-1.3036352,16.228397,2
-7.4337254,-8.617231,18
8.951032,2.6928084,4
1.6852995,-7.805481,20
6.6439166,20.00338,6
3.2134526,17.482279,8
2.6559463,-8.994919,20
-9.075542,11.062357,11
-5.9558043,14.46449,9
11.044192,7.7972255,0
-5.034955,-9.458517,18
19.291021,6.189398,4
1.6857756,-7.805819,20
16.120708,3.9528613,4
12.128956,-1.7637737,10
11.2045,16.141933,3
-11.520816,9.166286,15
5.9538293,21.482677,6
-11.576134,9.228587,15
6.356822,20.846292,6
7.074264,8.8082905,0
13.15881,-10.084026,1
16.016996,8.013163,0
12.901802,20.734005,3
18.56881,4.719581,4
10.622073,7.6951003,0
16.044636,3.9251997,4
-1.875707,-5.9312634,20
3.312572,17.26934,8
-6.5078716,-0.95681655,7
13.1797285,-1.4557991,10
6.820885,-4.8878937,14
-4.438055,-4.9465847,20
4.916239,22.299496,6
7.4864197,-3.8332033,14
-1.3848199,15.450793,2
-1.311884,-6.2183495,20
-6.436689,14.986914,9
-7.019353,17.359829,9
3.8624897,22.098799,6
16.85538,7.934257,0
1.3433268,7.158216,13
11.0149975,12.914631,3
-6.6359897,7.850646,5
-2.1855404,-0.83728933,7
-5.780794,8.0240135,5
2.5975206,9.440847,13
8.047691,17.038555,6
-8.236522,11.683315,11
7.1154633,8.7451105,0
15.517787,-0.9429871,10
-10.96704,8.640912,15
-0.47428757,2.6584246,7
13.620545,-10.185393,1
7.9191732,2.1897225,4
12.58962,-6.465423,1
-6.8845105,15.683739,9
7.5085,17.60582,6
15.4806385,13.448028,16
13.9584465,-1.3412836,10
2.6066804,9.458186,13
17.457739,7.7528534,0
3.331675,17.218994,8
15.733451,-10.616116,1
-8.425538,11.541996,11
-1.4871027,-11.793663,19
13.344766,-5.8956027,1
13.005443,20.306667,3
-5.5309744,-9.09246,18
11.459101,3.363101,4
15.152982,3.7674935,4
-7.252305,-0.91730917,7
9.322615,2.8715234,4
-5.7029123,-0.8673773,7
12.690019,18.610369,3
-3.386055,7.764113,5
16.107853,-10.700059,1
-9.314994,7.705501,15
-8.135709,1.8774326,17
11.777738,22.835403,3
0.6179055,1.2414591,7
-2.3633084,13.47169,2
11.887322,22.697506,3
1.7491196,7.6946774,13
17.376516,12.099697,16
16.134058,-10.708176,1
12.681528,12.846402,3
14.864058,3.7283454,4
-1.5191641,14.9928465,2
14.725313,13.445559,16
0.58647287,1.3757489,7
1.6634115,-7.78434,20
-2.3521001,13.483067,2
11.390301,12.671202,3
14.783425,3.7127373,4
2.5960212,9.491935,13
2.4328012,8.793071,13
-1.5084406,22.16692,2
14.369338,-10.310529,1
8.167911,7.5106044,0
9.844883,7.4838686,0
6.652887,19.957188,6
12.108038,22.318607,3
-0.5618432,2.7338595,7
2.018387,-8.1297455,20
0.04277974,2.1689253,7
6.9729285,-6.361429,14
10.650895,3.2166665,4
-4.9996495,-9.487986,18
16.23997,-10.739416,1
5.086088,22.238153,6
-3.7160811,-10.443849,18
11.6305275,3.4057689,4
11.965071,17.412106,3
13.81678,-10.230817,1
11.136243,7.82895,0
13.18769,3.5577002,4
-2.5992234,23.523026,2
16.078419,-10.689998,1
11.437002,3.3586078,4
12.869935,20.82261,3
-1.8606317,22.810019,2
13.97679,-1.3413266,10
15.148901,8.002596,0
17.43003,7.7483377,0
-1.6441655,22.450823,2
-1.296745,16.391151,2
10.275929,7.607531,0
11.243961,-7.8148127,1
-4.4009037,-0.8345768,7
-6.9325423,17.481268,9
-0.85825837,-0.52430975,7
18.178057,4.4760404,4
-2.4675558,3.54514,7
15.012242,-1.1119225,10
-9.156527,0.9043063,17
11.90241,17.311085,3
-9.801194,7.910803,15
-8.166732,11.740854,11
-3.0223947,3.8873582,7
-1.2579117,16.980623,2
11.941314,22.627874,3
19.222809,5.436838,4
16.764286,12.967405,16
12.373075,12.686939,3
11.669309,12.574239,3
-4.359428,-9.969017,18
-9.2892685,7.697524,15
13.622687,-10.173312,1
14.491979,8.015574,0
6.801302,-5.8665714,14
5.3664284,22.053532,6
14.700032,13.44484,16
12.944196,20.582134,3
11.7933655,22.81821,3
6.9386024,-6.291611,14
12.055209,17.546734,3
-4.97948,8.041552,5
-3.3096592,-10.724267,18
0.2370296,1.9273912,7
-1.4520346,21.986027,2
10.870433,13.058566,3
19.265135,6.2139616,4
12.364477,8.148083,0
-3.2224436,-5.567076,20
13.957268,3.6281707,4
14.608214,-1.2273585,10
2.4580197,-8.634469,20
17.553722,4.209258,4
17.622429,4.2409015,4
-2.3797133,3.4904797,7
-9.27955,10.894462,11
-0.612159,2.7760363,7
2.5680335,9.32828,13
10.81904,7.749107,0
19.078918,5.267525,4
14.856687,8.00369,0
17.359522,12.044806,16
-2.2663958,-5.763671,20
2.5671482,9.316532,13
-6.184065,7.9534225,5
19.250973,5.4692516,4
7.134608,-6.7946863,14
0.7916435,6.67601,13
12.157107,17.71348,3
12.615776,-1.6258571,10
-8.15976,11.743428,11
9.758481,-2.6234336,10
11.128131,-8.0711355,1
12.60778,-6.4469175,1
4.2804136,22.300991,6
17.343302,12.00499,16
11.478427,12.6363535,3
1.2026482,-7.4241166,20
-0.0977713,2.3136399,7
12.806776,20.98944,3
-3.6810644,23.452763,2
-9.12404,0.96386147,17
12.126439,-1.7683792,10
17.541014,7.698629,0
-10.066619,8.063294,15
17.796013,7.567945,0
0.093349926,0.031728722,7
11.629537,-1.9182206,10
0.76092035,-7.161268,20
-1.8579152,-5.9406605,20
-1.2026622,20.524712,2
-1.1679504,18.950016,2
-6.42565,14.974539,9
2.002935,11.381136,13
2.2843754,-8.442786,20
-1.8038746,3.2269218,7
-3.1078372,-5.5875635,20
14.165108,-5.379432,1
17.695572,-4.8313828,12
0.6381079,0.83087593,7
11.04366,3.2904406,4
11.107059,-8.122379,1
-8.069781,1.8911176,17
-9.247323,10.916422,11
16.01668,-10.679625,1
11.177499,7.851242,0
16.14867,-10.714187,1
0.78382534,6.669051,13
-8.336446,11.602975,11
14.162658,13.394268,16
15.173343,8.002079,0
-3.4853919,23.709108,2
-8.222875,11.695995,11
-5.0922203,-9.419992,18
7.582781,7.9977436,0
-1.2669334,16.81913,2
12.376645,21.832539,3
14.2683115,13.40185,16
14.282874,-10.305657,1
12.47741,3.502599,4
11.401219,-2.0036428,10
18.288645,4.541995,4
-4.283342,7.987801,5
1.7212088,7.662232,13
12.68627,12.848193,3
13.205857,-5.9866695,1
-0.97364736,-6.3892727,20
-3.139214,3.9898834,7
-3.824764,7.8470807,5
-1.2107173,20.65712,2
-7.6385555,-0.8243648,7
6.777854,19.32513,6
6.986805,1.1641558,4
-3.038615,-10.873052,18
17.202295,12.688922,16
7.102703,8.757835,0
14.20967,3.655583,4
-6.8945565,15.694511,9
11.753355,12.5550585,3
-8.891227,11.207418,11
-1.2494801,17.165499,2
14.38282,8.02236,0
13.554175,-1.3559577,10
-1.1610991,19.63467,2
-8.663696,1.667921,17
-3.3504448,4.1942787,7
12.27756,22.00629,3
-1.420768,21.866716,2
-5.1632833,-0.8153638,7
3.0774617,18.188421,8
-2.9698858,3.8472636,7
15.201135,-10.500994,1
-8.849115,-0.15194906,17
-3.3324106,4.175865,7
-1.7617382,-5.9952474,20
-1.7299696,3.2027798,7
-1.1644657,20.025179,2
17.450027,7.7510567,0
3.3024642,17.289371,8
-8.771234,11.295811,11
-3.393137,23.694717,2
14.267376,3.6414714,4
-1.4111166,21.84048,2
5.36627,22.045341,6
10.940366,15.609875,3
0.61041933,0.67251873,7
-6.405915,-8.655313,18
-3.8856728,-5.3177543,20
10.491544,3.163426,4
-1.186792,18.726967,2
1.3231698,7.1341825,13
18.069963,7.41126,0
15.050041,-1.1078115,10
3.3000689,17.290699,8
9.405044,7.3904567,0
8.586202,7.3731546,0
16.365934,8.013779,0
-8.054477,-8.948794,18
-1.1779188,20.242079,2
10.641902,14.8446865,3
0.49286142,1.5983754,7
17.649523,4.250996,4
3.0725334,18.18242,8
-5.025889,-0.8249339,7
-9.121303,0.3246545,17
11.28634,-7.751949,1
2.4184368,8.758199,13
-8.898327,1.3712884,17
0.8247006,-7.194036,20
3.1093342,17.718935,8
-2.3601642,3.4825985,7
-7.75176,-8.739398,18
11.781271,-9.58035,1
-2.475817,13.348011,2
7.425719,17.718052,6
10.578407,14.584766,3
19.277523,6.18917,4
-2.483512,7.1337185,5
12.287017,21.989586,3
-2.734774,-11.090252,18
12.329929,12.670876,3
7.139682,-6.8057084,14
-6.4808927,-0.9619489,7
-0.62342244,2.7728035,7
16.309265,-10.761115,1
8.028436,2.2665772,4
13.083122,19.95214,3
14.560433,-10.371901,1
-1.9538797,22.931547,2
-1.1873511,20.304146,2
14.16032,-5.39172,1
-1.7657418,-11.691783,19
-4.431646,-9.912796,18
7.200606,8.544272,0
-4.1049476,-5.2038527,20
-0.12859842,-6.752534,20
-1.2118529,18.242476,2
-3.469751,23.690851,2
12.607959,3.5242364,4
12.71019,18.646849,3
-9.24518,10.922483,11
17.619265,4.241326,4
-7.4180245,-8.613872,18
0.7966889,6.680922,13
11.388914,-9.267697,1
-8.006218,-8.898108,18
-4.9799085,-9.507908,18
15.791193,-10.634105,1
-3.4273334,23.7045,2
-1.379708,-11.818377,19
1.3096522,7.1209917,13
10.672797,3.2196486,4
-2.992498,3.8666446,7
2.1029727,8.183603,13
17.75585,7.5898714,0
-7.2037053,-8.567232,18
7.123466,8.720884,0
1.3270394,7.141083,13
-5.5643816,-9.072443,18
19.274347,6.1566453,4
1.0502102,-7.328627,20
11.051508,-2.1473405,10
-8.01776,1.8671083,17
8.649061,2.5802753,4
9.579341,-2.7138872,10
19.25495,5.473648,4
12.672519,18.581842,3
-9.107676,11.034985,11
16.301447,3.9886153,4
-7.6570787,-0.8206255,7
12.564504,-9.949187,1
6.800436,-5.8698487,14
-6.2169356,14.741089,9
9.02577,7.3559194,0
-8.823863,-0.17032625,17
-2.1838226,-5.795076,20
12.234044,-6.757895,1
6.966411,-6.372843,14
16.917124,4.1594844,4
2.543316,9.246322,13
7.081829,-4.3233075,14
0.8212298,-7.192176,20
7.6141543,7.962936,0
-3.5199533,23.64116,2
5.5563045,21.893797,6
0.6333107,0.81575483,7
-4.2308264,7.9575925,5
-2.445771,7.112441,5
18.129076,7.369082,0
2.0984325,8.176073,13
-7.616609,7.679716,5
-1.249326,20.808659,2
15.991273,3.9030056,4
13.021102,-10.044462,1
3.849315,22.111048,6
13.109794,-10.071697,1
16.082373,13.294556,16
-8.984261,-0.0073640575,17
14.981776,3.7400568,4
16.956203,-10.899524,1
7.3103952,17.858728,6
12.293772,-1.7236557,10
-8.959032,-0.04118047,17
8.620958,2.559134,4
7.475881,8.120435,0
3.8466678,22.096127,6
18.130919,4.4355683,4
-4.625825,8.029149,5
6.6551566,19.953646,6
-2.5081825,13.317566,2
-0.58700997,2.7517407,7
6.8775287,-4.7166047,14
2.7719676,-9.188515,20
-2.2948766,-5.754037,20
18.729427,-4.1823597,12
6.922754,18.442787,6
13.961784,-1.3431101,10
14.374518,-10.324218,1
17.184204,-4.980754,12
-6.8205433,15.586371,9
16.581041,7.9771976,0
11.581841,3.399788,4
-0.78757495,-11.82488,19
-0.79518425,-11.829917,19
5.6411443,21.819244,6
4.3581715,22.319086,6
-2.3562272,13.4762535,2
-2.6006463,-5.6474996,20
6.723381,-5.516776,14
5.969256,21.463884,6
-4.220309,-10.080986,18
15.846325,-0.76455086,10
10.49441,14.057704,3
13.005612,8.110579,0
10.468865,7.6561556,0
-8.921509,11.183055,11
5.790995,21.675566,6
-7.13274,7.765749,5
-1.7979653,3.225241,7
-1.5542058,14.942303,2
16.912952,7.918396,0
15.240365,8.002464,0
11.52825,-7.4457545,1
-3.8596492,-0.8713942,7
0.053365633,2.1573303,7
14.145646,-5.403241,1
-3.2729197,-5.5425487,20
3.8061638,22.053917,6
11.174212,3.3109593,4
-6.513104,-0.9686042,7
6.0048695,21.420498,6
-5.912815,14.420688,9
3.8312075,22.076412,6
7.9444246,7.648694,0
10.897754,15.523718,3
7.1381173,-6.8009114,14
12.102186,8.147833,0
-2.207564,13.702353,2
-6.9231772,-0.9400077,7
-1.2910614,16.46002,2
-11.747937,9.427324,15
16.096409,-10.69581,1
-7.145083,16.732742,9
-2.404153,-5.719938,20
-0.662842,-6.54107,20
11.5987215,-9.456801,1
-8.976561,7.619406,15
13.673637,-10.19756,1
14.58373,-1.2416345,10
3.0481355,18.124582,8
3.3166192,17.260502,8
-8.907684,1.3651462,17
7.12168,8.728554,0
8.235571,2.384782,4
2.1320715,8.227726,13
17.19819,-4.963005,12
18.470291,4.6478076,4
-3.5316787,7.7846317,5
-1.588553,-0.7506289,7
8.374442,-3.2708967,14
12.84417,20.891806,3
-10.260436,8.169345,15
9.215317,7.3590093,0
5.2332134,22.142574,6
-4.4080796,-4.974313,20
9.637061,-2.684972,10
8.261465,7.458697,0
17.098314,4.162487,4
13.459146,8.074373,0
12.139464,-6.8446217,1
-9.18269,0.8312954,17
-3.021901,3.8840618,7
10.2485075,-2.4495275,10
-1.2325637,17.568075,2
-2.4546921,7.105981,5
-9.018594,7.614622,15
12.029302,17.507832,3
2.0001404,11.390402,13
-7.3019414,-8.587745,18
12.531035,3.497215,4
16.000843,3.9126427,4
-2.7560945,-11.080445,18
-8.887651,7.5844345,15
-4.21828,-5.1335235,20
10.074937,7.5182104,0
4.9426403,22.277433,6
-8.021165,-8.914197,18
6.8206334,19.14265,6
11.262377,12.752197,3
6.9100947,0.6307127,4
16.642855,13.034187,16
17.456469,7.727549,0
-3.6539457,-10.489235,18
14.345546,8.023729,0
16.560478,7.9940915,0
19.299973,6.151997,4
-1.2797091,16.641914,2
-1.3876681,15.429694,2
-11.639109,9.299206,15
0.61477786,0.7405296,7
10.847377,15.41968,3
13.555297,3.5895054,4
11.771995,22.84117,3
13.606762,-5.7142863,1
-8.839742,-0.15902942,17
-8.165252,11.740413,11
9.185288,7.3609834,0
17.579323,4.228276,4
2.372356,8.657538,13
0.73291117,6.62563,13
13.094919,8.101665,0
12.929893,19.175772,3
-6.5086513,7.8884354,5
3.3446589,17.199947,8
-8.654929,11.378631,11
-7.036265,17.326126,9
11.672697,-1.8947654,10
11.255679,7.8756146,0
-1.3998606,15.33472,2
-1.4700011,15.077308,2
11.706785,-1.8874215,10
-1.9242659,22.894085,2
3.9113567,22.147486,6
16.188828,-0.47562623,10
-7.3841696,7.698506,5
7.2021904,8.522948,0
-8.608147,1.7300252,17
-3.6334338,23.509367,2
11.096873,-8.120936,1
9.765661,-2.6050377,10
-1.2482167,17.27557,2
12.5548525,-6.4936757,1
-6.278622,14.81061,9
2.4711683,-8.648892,20
-11.620726,9.27584,15
11.901516,8.086618,0
6.9282475,0.38704035,4
14.538518,13.428614,16
6.9185834,-6.266998,14
7.1959305,1.4985304,4
3.115761,17.696709,8
-6.6251345,-8.587431,18
-6.5607305,7.8867636,5
19.30813,5.571094,4
13.537535,8.068932,0
-3.5350661,-0.88493407,7
-5.40078,8.039601,5
2.2425802,11.056164,13
11.137855,-8.061876,1
-1.2195815,20.750423,2
10.90545,12.992547,3
12.915627,20.658092,3
-11.185142,8.829822,15
13.171272,8.095746,0
13.079454,19.946688,3
16.216751,-0.43971002,10
-3.3710647,4.216579,7
7.1125593,8.750382,0
6.4526596,20.709583,6
18.5495,4.7041416,4
-4.2880797,-5.0774717,20
-4.1477747,7.9391403,5
6.7609396,-5.685061,14
14.214913,-5.3566422,1
-7.1370654,16.660872,9
-0.67201775,-6.5383487,20
11.247658,16.21035,3
6.458939,20.697742,6
15.281941,8.004179,0
-2.126714,13.832964,2
16.147085,8.017758,0
12.982996,20.492985,3
-7.2944274,-8.581492,18
12.611319,-9.963807,1
7.666866,17.429989,6
-3.640013,-0.88281304,7
-5.6992736,-8.9779005,18
-2.474072,3.5546708,7
11.017548,15.771144,3
10.252232,-2.4480128,10
-5.63616,-9.019037,18
-1.1166608,-6.3203588,20
-0.4248035,-0.30942708,7
16.08628,13.274301,16
7.125176,-4.2517843,14
16.94549,4.1380043,4
-1.1786596,20.193392,2
2.0080526,11.381022,13
-7.494936,7.690449,5
13.251922,-5.954459,1
-1.3068161,16.260744,2
0.33415252,0.26178986,7
13.212922,-10.087405,1
-2.0810297,-0.82154715,7
-4.959655,-9.518618,18
-8.304591,11.630533,11
-6.670818,7.8390865,5
12.854761,20.864582,3
-8.182483,11.72651,11
12.085293,8.13624,0
0.5743014,1.4497948,7
15.232405,13.454309,16
10.678092,14.957186,3
-2.9183676,23.716599,2
-9.141702,0.2662049,17
-1.177686,20.197817,2
7.707777,-3.6735048,14
